time_ns,x,y,theta,omega
40100,0.000995004165278026,0.5000998334166469,0.09999999999999999,0.0
10040100,0.001990008330556052,0.5001996668332938,0.09699999999999999,-3.0
20040100,0.0029853075181193824,0.5002965147926722,0.09599380856250093,-1.0061914374990544
30040100,0.003980703649422775,0.500392361241674,0.09498691725850175,-1.0068913039991814
40040100,0.004976195783084643,0.5004872053865503,0.09397948123493244,-1.007436023569311
50040100,0.005971782960962473,0.5005810465888298,0.09297140320162271,-1.008078033309719
60040100,0.006967464232210501,0.5006738841140334,0.09196268510802412,-1.00871809359859
70040100,0.007963238643775213,0.5007657172304617,0.09095332889810423,-1.009356209919895
80040100,0.008959105240403107,0.500856545209195,0.08994333652310361,-1.0099923750006157
90040100,0.009955063064647317,0.500946367324104,0.08893270993659166,-1.0106265865119453
100040100,0.010951111156874725,0.5010351828518576,0.0879214510944618,-1.0112588421298672
110040100,0.0119472485552731,0.501122991071929,0.086909561954926,-1.0118891395357976
120040100,0.012943474295858291,0.5012097912666033,0.08589704447850961,-1.012517476416381
130040100,0.013939787412481423,0.5012955827209836,0.08488390062804611,-1.0131438504634935
140040100,0.014936186936836144,0.5013803647229987,0.08387013236867186,-1.0137682593742454
150040100,0.015932671898465905,0.501464136563409,0.08285574166782082,-1.0143907008510344
160040100,0.016929241324771263,0.5015468975358139,0.0818407304952193,-1.0150111726015252
170040100,0.017925894241017218,0.5016286469366584,0.08082510082288062,-1.0156296723386686
180040100,0.018922629670340585,0.5017093840652398,0.07980885462509987,-1.0162461977807435
190040100,0.0199194466337574,0.5017891082237144,0.07879199387844853,-1.016860746651349
200040100,0.020916344150170352,0.5018678187171043,0.0777745205617691,-1.0174733166794208
210040100,0.021913321236376248,0.5019455148533042,0.07675643665616987,-1.0180839055992539
220040100,0.022910376907073513,0.502022195943088,0.07573774414501935,-1.0186925111505185
230040100,0.023907510174869723,0.5020978613001151,0.07471844501394108,-1.0192991310782704
240040100,0.02490472005028916,0.5021725102409379,0.0736985412508081,-1.019903763132974
250040100,0.025902005541780408,0.5022461420850073,0.07267803484573761,-1.0205064050705
260040100,0.026899365655723977,0.5023187561546802,0.07165692779108544,-1.0211070546521652
270040100,0.027896799396439957,0.502390351775226,0.07063522208144071,-1.0217057096447202
280040100,0.028894305766195713,0.5024609282748324,0.06961291971362031,-1.0223023678203995
290040100,0.029891883765213588,0.5025304849846128,0.06859002268666341,-1.0228970269569033
300040100,0.03088953239167867,0.5025990212386127,0.06756653300182598,-1.0234896848374258
310040100,0.03188725064174656,0.5026665363738156,0.0665424526625753,-1.0240803392506754
320040100,0.03288503750955118,0.5027330297301502,0.06551778367458443,-1.024668987990881
330040100,0.033882891987212636,0.5027985006504965,0.06449252804572661,-1.0252556288578183
340040100,0.03488081306484507,0.502862948480692,0.0634666877860698,-1.0258402596567973
350040100,0.03587879973056457,0.502926372569539,0.06244026490787108,-1.0264228781987244
360040100,0.036876850970497116,0.50298877226881,0.06141326142557102,-1.0270034823000607
370040100,0.037874965768786524,0.5030501469332547,0.06038567935578813,-1.027582069782895
380040100,0.03887314310760246,0.503110495920606,0.05935752071731323,-1.0281586384749088
390040100,0.03987138196714847,0.5031698185915867,0.05832878753110381,-1.0287331862094138
400040100,0.04086968132567001,0.5032281143099157,0.057299481820278435,-1.0293057108253685
410040100,0.041868040159462556,0.5032853824423139,0.056269605610111045,-1.0298762101673937
420040100,0.04286645744287973,0.5033416223585112,0.05523916092802528,-1.0304446820857713
430040100,0.04386493214834141,0.5033968334312522,0.054208149803588804,-1.0310111244364761
440040100,0.04486346324634196,0.5034510150363025,0.05317657426850762,-1.0315755350811813
450040100,0.04586204970545838,0.5035041665524551,0.05214443635662035,-1.0321379118872784
460040100,0.0468606904923586,0.5035562873615366,0.05111173810389246,-1.032698252727883
470040100,0.04785938457180971,0.5036073768484131,0.0500784815484106,-1.0332565554818538
480040100,0.04885813090668626,0.5036574344009966,0.04904466873037678,-1.0338128180338215
490040100,0.04985692845797861,0.5037064594102512,0.0480103016921026,-1.0343670382741743
500040100,0.050855776184801256,0.5037544512701987,0.0469753824780035,-1.0349192140990973
510040100,0.05185467304440125,0.5038014093779253,0.04593991313459294,-1.0354693434105635
520040100,0.05285361799216659,0.5038473331335872,0.04490389571047656,-1.036017424116379
